idx,random_idx0,random_idx1,random_idx2,random_idx3,random_idx4,random_idx5,random_idx6,random_idx7,random_idx8,random_idx9
108,46456,23382,28466,49568,47195,29765,26169,5400,42344,33448
109,20086,10464,49182,2056,43066,34877,36926,24855,39214,34022
110,36964,6425,27619,45500,5176,10161,41048,9123,35141,32111
111,47828,9181,27507,20813,44203,23931,41823,26719,31669,42521
112,40501,37696,3598,36374,16893,42245,23244,35183,38979,47632
113,2024,21322,1962,7290,10250,38294,40419,34718,19225,7153
114,37726,33812,44134,44553,22087,23631,7048,36802,39017,37786
115,26899,29892,27345,38907,979,617,26873,3493,34795,37320
116,33807,26809,21601,1380,45110,12144,33654,41444,31401,15790
117,32397,29848,27816,38580,40249,18990,18898,26218,3387,41006
118,3573,20206,24558,18672,38771,34931,15,40356,32469,29836
119,18033,39323,2534,16217,1906,7445,8083,19224,35879,10445
120,44494,36613,9476,44434,7057,9484,25781,21397,3120,5273
121,41550,6322,4224,5117,22059,22162,10593,49260,1292,28665
122,19756,43483,14332,15887,7988,31224,1039,40013,6799,9119
123,39171,16555,44589,23775,15399,34107,36109,35607,5590,26565
124,17860,36942,27570,37317,46112,35541,23602,45583,17530,23182
125,4235,8546,40792,9968,15566,49958,25132,24143,37670,454
126,48092,29315,45630,41816,32528,26655,16494,1744,6317,37467
127,38605,30657,3030,42771,23295,1918,1600,18633,29414,37050
128,25314,48428,47255,1419,31800,8605,1481,16142,48640,41045
129,5252,279,44932,48416,8951,22985,12474,18610,14661,29574
130,449,8048,45429,15269,39116,2919,28193,5220,13735,9173
131,44644,43145,23,11497,37384,12895,27557,38238,24663,5530
132,5857,24010,25237,36660,18686,29065,36011,10803,44451,13127
133,22453,12266,5531,40158,38932,15366,38635,9043,20934,25122
134,7918,10352,36962,39692,22553,34194,46409,27223,41999,42074
135,20652,11357,14782,6976,28445,6868,27001,4140,6128,27698
136,46643,15159,938,23817,22418,36697,49068,22313,20995,35169
137,33815,38,38503,31194,11585,13044,23458,41096,31061,36435
138,38579,11938,33846,48087,16547,11514,43528,38756,12895,47139
139,44895,16379,45492,12999,42410,30122,38017,2396,21940,40919
140,10347,20212,25238,45532,9599,36273,12284,43688,3037,16327
141,9163,28869,10126,8119,34216,10025,44486,1924,11050,1768
142,48860,7337,45851,30880,49235,4911,23224,11476,15886,38702
143,44546,38932,14224,31088,22729,22150,28690,18061,8816,70
144,18747,31463,3781,4836,28906,49108,49080,19314,14557,19402
145,36263,46011,5680,36223,29871,8365,19041,35649,14937,23428
146,42436,23770,1672,38309,47412,40100,12962,33714,27806,18623
147,21326,43409,17937,36002,47659,45819,31551,40058,7649,4795
148,27944,19958,10001,44235,46384,30452,19786,12926,37937,11135
149,23095,12747,30191,29262,15594,36555,3463,20640,20939,19458
150,45941,5166,26535,28778,1305,28916,24864,5020,29180,4913
151,38751,46546,23353,28419,1200,43273,49197,42436,16485,42733
152,3695,42911,9385,23889,14549,2478,7270,29510,25781,30579
153,11348,21841,21763,45898,15531,8317,134,20261,22998,15098
154,22546,30493,38421,26965,33953,14052,37774,35157,45321,35798
155,36414,5238,4263,25411,5233,30942,12480,33193,18048,365
156,19011,32929,48368,45368,16862,18125,3413,26166,48122,43852
157,33457,43854,33619,33388,2885,8632,27837,28858,44281,2201
158,47197,26498,3641,7526,32301,3034,13808,15573,49172,30552
159,46677,35014,49645,15470,39721,42587,18907,49737,17258,47245
160,42345,12304,40715,12858,41965,38157,18741,16671,15080,4417
161,23025,39425,32052,12231,5578,45107,3357,28835,45698,35609
162,42486,16622,7763,12302,19355,36448,34841,35599,16930,34581
163,41394,22830,15720,17928,48752,2173,2861,9811,39865,5682
164,33833,6740,6784,45431,3986,13206,38676,21253,23687,25106
165,14476,16537,32881,30294,12980,13724,16747,18740,36988,15439
166,45829,25398,31907,15547,38347,46839,14665,16419,3002,3044
167,25856,44561,21329,27319,24092,12977,45744,23983,14077,25172
168,44299,14318,11230,27244,31345,47586,26618,9857,39225,6062
169,40183,39532,21317,8165,27936,6092,383,30755,14620,47255
170,22297,29559,21930,35434,49107,26541,20428,25820,10578,29368
171,16185,41964,44417,20552,18223,25753,10741,23978,21906,25146
172,32134,15214,35074,44810,31594,19365,46139,17224,7087,21263
173,37363,10700,49283,28716,25428,35392,46317,4549,20426,45867
174,44153,5354,43070,7405,46875,25731,40000,33357,20365,47074
175,11915,40035,33427,41627,46866,46965,42656,21427,45099,38215
176,17349,6642,23174,43647,30245,29148,39822,2110,30403,40426
177,23442,36594,38812,8232,29377,46655,6677,23154,9085,1067
178,2167,35946,34081,33349,7265,12770,8688,19000,8548,45948
179,23806,31794,610,48414,24133,18840,44992,33476,26274,2291
180,1929,26193,46045,31666,36057,47731,47380,36626,17065,32756
181,1522,17181,24901,8483,47371,2217,15594,43231,21898,11126
182,35814,21099,11071,35293,28928,18476,35387,13682,10970,16244
183,40270,15103,32287,48952,31707,45064,49076,15788,34946,18446
184,14779,2101,617,43744,1399,16171,44461,1966,18755,9965
185,23676,41817,5,2678,36858,21420,45104,850,2523,34129
186,4357,1138,14698,6070,19885,16791,43360,28196,25377,15542
187,22894,9587,21556,973,37550,22081,13686,41996,49536,4059
188,28885,40738,45968,31593,43560,13179,47553,14501,31536,4604
189,43613,35186,15333,29432,32857,16992,30894,47945,48560,22807
190,34975,45665,41062,39848,45617,42388,22029,37270,41072,37009
191,33812,45979,19274,7599,31492,7555,42520,37483,10934,25786
192,8490,29173,27842,29085,25602,23569,25593,25230,33927,42475
193,27346,40713,45171,47841,29931,5501,6825,14662,30465,45855
194,30858,9158,49972,30877,44793,45000,45007,43019,1791,2839
195,46085,29502,15191,23025,13899,37626,1883,41431,32767,36059
196,11679,27206,45060,7714,5296,23715,37809,23183,31676,33566
197,38522,27139,17491,46901,33331,13930,36337,25045,27158,22916
198,25771,23426,29518,9234,72,3214,9571,34832,38086,25780
199,5975,8448,36213,32247,18083,46588,41322,41112,46167,41502
200,17380,23607,14887,13654,22077,11354,26264,2705,13626,12911
201,46859,11205,41014,436,31701,36123,19552,33985,38008,40711
202,8267,42528,40489,39956,6796,44260,46760,11026,41005,5197
203,49143,5031,35506,9245,11024,816,45849,16138,30287,29920
204,47549,4958,27052,7144,24773,17361,23053,39509,36282,36844
205,7337,3284,16144,34429,45916,5085,36644,12689,44987,8462
206,43943,29862,588,29437,43611,19109,12632,1279,21973,37840
207,23034,4887,10044,2537,2627,30775,6400,21018,31473,25296
208,20226,27770,29849,47930,14942,27239,36221,29227,36729,36073
209,19500,2952,17442,46960,19668,34533,21024,12910,43578,26685
210,32775,15207,11590,23890,17264,19439,4431,41031,1971,20914
211,563,40514,40276,472,23178,24826,37988,42046,3183,14848
212,26284,34108,30158,6974,14516,48242,6763,38597,19741,15210
213,46642,41692,33816,7113,42603,37186,17108,12204,24787,3920
214,18053,46184,3431,12419,17063,45572,30426,21479,16874,24287
215,20939,32734,35793,39143,14016,35428,11763,14098,30167,10810
216,733,46378,43783,39214,32888,24303,15110,27963,38577,46106
217,25022,43531,26405,1971,18428,13870,2229,31050,46391,40894
218,31945,49247,14154,8230,45358,41361,30490,39735,5706,45822
219,20951,36881,29004,8942,45267,874,14869,39440,8716,15005
220,3949,15293,18713,42930,2279,46391,38983,14240,34310,31142
221,36699,37006,16809,7873,31328,18506,13162,42467,19157,39789
222,42507,25092,45654,10397,29933,20732,40447,13714,19783,21805
223,310,3761,26978,32352,44074,47604,23142,1909,44982,13634
224,35189,8757,22633,24423,37991,45198,32924,18208,21586,10221
225,5810,7671,41156,29714,14863,18246,26029,15455,177,20542
226,26540,8784,49962,9556,12920,35640,24513,10343,29775,27333
227,23553,28566,1522,25262,29737,5585,15971,20989,4441,49450
228,8488,45255,46295,25488,23489,22269,19879,29022,14877,43177
229,26681,10600,49083,4976,19864,1713,41386,3401,44277,29139
230,36780,13343,13312,7629,10283,7399,4190,25020,7312,20810
231,39081,4097,12216,24429,48115,35238,827,9468,3691,31055
232,42159,13742,11670,38224,18459,13504,43400,21221,38404,48718
233,41552,3160,32905,22042,1036,12360,20479,8835,16023,43090
234,4256,23726,6812,20039,23703,49346,18361,39208,27361,16228
235,3863,46969,49342,47895,549,28409,5392,19212,26616,32630
236,32267,25009,36362,46320,6968,12942,19247,48911,7059,25358
237,23585,15384,40095,42091,44381,16918,16535,7350,43713,20221
238,11551,34492,38343,39798,3307,29533,1675,40091,5635,8028
239,31593,25935,3568,45681,25790,1538,12857,43254,29101,34828
240,35433,41623,25409,9317,26197,882,28317,9319,48876,29276
241,6059,1881,8102,20718,40366,27716,43592,23854,15807,32461
242,49187,48800,38653,22837,49960,1449,10360,26252,28932,32244
243,30404,32445,46323,13609,24477,47179,13485,16177,14437,26891
244,49394,28025,46358,45609,18736,3519,45166,38600,20409,17705
245,46206,28084,32061,23631,2650,40215,7642,15138,32140,24944
246,49899,35540,38374,7978,573,48248,26981,90,30553,17868
247,13745,24635,40748,36427,41236,24975,49649,22592,29688,32295
248,2446,45341,36326,23227,21936,42044,31891,9714,43466,20952
249,2536,32984,38956,9318,44884,21493,19143,24851,9131,19815
250,36065,35038,39040,43232,22786,33992,11889,37275,29201,43456
251,15028,39415,17167,36512,19638,45051,23203,3326,15472,26968
252,20197,30828,5772,45642,40794,3990,10592,9690,769,30073
253,40644,17335,5418,29788,5483,17478,541,23158,30619,31195
254,46439,16167,38814,4255,33423,32602,9531,20783,32959,32210
255,43082,14156,48695,24442,44758,44520,10755,30687,4615,35295
256,5006,2022,41230,18261,24250,8367,26400,42278,20479,16361
257,41436,23733,10866,3537,21347,49317,33840,4876,1061,13429
258,26788,14299,44592,12806,18612,12843,3171,27193,49896,31067
259,9721,48265,26918,43495,21971,13860,48650,47704,48728,8709
260,31164,41812,1303,31250,28223,2070,38761,4761,9780,37672
261,26845,43859,12484,24507,13191,2125,9675,32479,37944,8486
262,13215,28953,45443,48594,14874,6248,20711,22111,38170,45712
263,29003,23757,32822,6079,24388,17567,16057,17904,42978,47556
264,25874,5675,44954,37583,10935,12010,45088,37804,2471,873
265,5971,28436,6559,21476,42274,36685,44365,43165,37690,49248
266,15844,8387,1225,33679,43809,38936,7368,29038,47647,12914
267,1500,14377,8325,36009,49105,29040,47573,33099,2737,13669
268,36211,42390,10310,33194,9783,42532,12998,32591,21812,4234
269,49449,37777,43863,20899,42646,24434,18802,816,900,921
270,24933,14782,41742,41916,32347,6606,3693,9566,40016,16581
271,11799,16375,44813,30479,11603,45214,24474,35400,47639,46755
272,17993,46199,28103,8379,59,34234,5115,27660,46275,4949
273,46527,20861,33123,5476,25080,41576,16468,2392,4269,25478
274,31118,8337,42354,49071,33630,570,25709,1698,32262,3984
275,33848,3889,45314,44189,37072,39990,31499,1095,8844,13941
276,12957,32698,47224,28786,11518,21620,12614,7151,46424,25671
277,48714,48127,45166,37771,1571,44651,4275,48325,35829,18330
278,42670,48182,3296,44992,46946,33498,30538,28575,46833,20854
279,38781,28356,34905,49796,10348,40322,14453,43021,6753,15070
280,35502,22682,25540,47211,6973,45851,28194,34438,37186,18521
281,15814,29252,24738,13539,17458,31954,2000,27978,14183,45635
282,1663,38657,44248,29865,48279,18022,9403,17255,46157,581
283,26151,37073,27194,2134,22299,16400,3054,12228,39753,5661
284,37301,28182,12298,29913,4791,32964,38879,16855,11213,49413
285,17490,24553,4697,42093,41894,36778,38403,24778,41640,15121
286,37097,38460,7686,44913,7542,3065,39638,11794,31518,27259
287,9082,30000,40742,9646,20224,7510,26453,43295,49640,16653
288,8946,16604,18652,35727,8025,13434,1453,40714,37144,15621
289,4911,8830,48888,43854,32831,37175,11484,17981,27117,39543
290,43964,3971,18824,38432,42902,30827,8503,5062,802,11459
291,1956,24877,431,19421,48719,23527,47361,38023,44511,7999
292,4527,21335,45919,4020,10589,17042,605,23008,21717,42100
293,45322,31807,39016,3455,913,1672,12334,5397,12762,33388
294,7513,43308,32459,27022,45859,31776,16080,7854,25000,19382
295,15989,49636,40039,15083,33535,23494,793,40682,27782,2408
296,3581,31671,29032,26631,25616,10230,12052,3838,28650,895
297,5562,26923,36004,17280,8641,8508,39615,18308,48039,45821
298,19091,30225,6139,19683,4118,17011,30792,30538,49225,9863
299,8650,40056,44357,26289,5644,43347,7103,39733,37444,46807
300,38955,27845,4111,27885,12565,33779,47333,18006,46597,33525
301,26565,38664,9721,8847,4953,516,38606,35728,25285,6407
302,19601,44544,1246,31788,12167,36490,39470,44313,15002,26120
303,42270,14713,43872,21896,47977,42872,18399,22299,7116,1998
304,6943,22920,26106,1369,45025,1946,35570,29857,15019,33458
305,10524,30999,29860,31279,13159,19220,22812,45045,11478,9713
306,47082,36310,11474,13918,24701,46105,45362,907,20158,48710
307,43401,34291,692,21795,48751,24707,38345,30613,21450,31134
308,9298,16048,30824,12130,45463,18122,11624,18444,35648,23933
309,11850,48564,20726,47030,1078,33854,29252,30819,27792,32490
310,32331,22361,13012,8253,34286,33302,6059,33141,37716,9168
311,31733,23449,47759,38874,38780,21473,468,9081,46352,44346
312,24107,21748,43453,23470,37005,30105,5157,17216,3921,39537
313,5788,12113,38106,20483,25570,46628,43834,17228,36082,31430
314,14333,34575,13415,35185,33082,11687,40900,1245,12997,5206
315,45064,42012,25649,22300,20968,21932,11500,7807,13746,31241
316,23740,33681,22570,1581,681,37961,27780,20591,31689,23881
317,24538,17056,10514,43690,10586,30171,20925,45195,11288,43756
318,47601,20835,10004,40712,31051,19031,49549,46519,25419,10756
319,18929,13621,49455,10890,15643,41681,23173,10119,364,48963
320,11669,32078,5550,43135,49258,28081,48314,49768,26171,35129
321,21363,46234,46374,15337,3515,31067,26623,49354,15783,8098
322,7569,45854,30082,14845,9377,33397,36610,28416,24066,2884
323,45380,7802,39166,40090,3037,8814,15681,9821,13944,16631
324,7218,33823,54,48628,37094,2504,8437,6279,6279,45499
325,31696,11494,25712,2518,6135,37910,18052,47753,25760,40328
326,15204,16638,49885,3669,24211,40519,29066,11720,14717,4196
327,22730,34195,36134,16841,46989,44083,14740,38971,14090,49987
328,29103,25855,47655,24275,9858,2815,2599,24916,43460,38065
329,6256,4395,39160,32114,46678,31687,36518,28496,4535,30281
330,37226,37351,46741,29451,4672,15604,16549,29886,1556,49371
331,36733,35348,32321,46166,15327,47778,33814,35090,40158,41378
332,15893,37829,841,27608,29680,28164,25497,20561,36114,44123
333,29884,42031,8770,2103,46400,45281,48488,14123,34115,17916
334,23819,21050,9764,49528,1100,11451,23264,28179,30429,43270
335,25857,10657,32885,34131,47083,14568,7092,3307,21128,48617
336,41447,45123,12934,47618,43927,18340,9689,4610,34132,49267
337,1999,46903,38927,34670,15271,16357,32291,49083,40996,1440
338,33062,34214,16250,36718,18091,16170,39230,6855,47866,22490
339,23171,46174,10350,34112,19212,37974,35761,14412,20069,49536
340,861,49226,18068,34757,5753,14753,22319,48078,48772,18645
341,45217,40150,41938,31277,45898,39197,24425,11088,12652,31938
342,41148,5173,43733,33185,13791,7023,16613,20260,49835,11566
343,43683,17201,6407,426,21941,43664,43279,35281,23345,18867
344,31355,12534,28018,33081,2854,24569,15902,37701,28722,10006
345,27594,754,20871,35701,18828,18449,22,20238,27609,7467
346,4828,23989,22913,15943,17805,45046,1779,33811,25264,42558
347,31682,36868,4168,39872,30848,46577,34035,34697,31951,16866
348,8611,22054,11321,12991,49016,19161,44844,46653,41605,39817
349,34632,18665,9569,5317,9292,49975,21180,1241,2026,2629
350,12617,47430,47986,4478,6300,6023,39598,6830,45999,23081
351,7803,4388,12360,21410,37355,46157,48459,34174,16430,16782
352,42462,7262,22274,46282,40399,34790,43387,35407,35684,27893
353,37023,9087,14804,41279,6930,6741,32596,10793,24520,43337
354,23059,26461,40267,35984,11362,29501,23210,12398,44685,13641
355,3376,46603,1524,2739,20962,28902,7035,24161,18168,37762
356,15682,27264,49515,34791,37920,29505,19728,27896,18830,44710
357,14852,46951,13095,36407,41051,37643,35805,29957,16531,25712
358,33510,11237,38051,2648,16833,27096,18953,19696,28818,5726
359,45541,2357,19631,26094,5032,7116,10159,35787,3395,31218
360,35657,16748,41508,10558,5702,45236,4909,27159,47122,5222
361,22968,23483,35296,37050,22872,16696,38331,36731,45777,13255
362,30914,14210,43705,24221,39263,17210,44108,32380,8707,211
363,26786,49744,19181,7970,20122,48779,25231,21672,4556,16966
364,26979,22818,49337,38642,29208,43038,14485,8394,17303,9733
365,38715,17631,39078,18875,10963,38439,7174,12757,23279,34878
366,39980,43294,37705,5542,46713,29989,30804,777,29741,18942
367,21911,48845,9113,40675,49945,3612,26240,939,984,23745
368,40809,46347,38162,22198,34902,32332,36463,34795,16572,22143
369,20441,6412,34623,23598,5681,29562,18496,41229,32006,44952
370,11652,34375,48747,36653,24508,44029,16666,47384,49580,14596
371,46908,43436,22792,19571,48184,17996,28353,21441,30889,10677
372,1914,10296,48526,19271,11279,28645,45160,15013,21313,34624
373,9624,38961,46893,18409,44122,24716,11858,460,10351,38994
374,4239,29690,28540,21592,45430,1894,13490,16670,31419,39004
375,25326,16801,7187,35383,47297,17362,23096,30443,29885,48830
376,46834,5058,11881,49222,40465,30278,33008,39099,30618,41851
377,20335,9370,26705,42744,48623,15413,32956,48208,37694,39566
378,29599,39459,32227,15315,43130,1549,7566,37929,33594,36639
379,14802,20786,44618,48152,35061,1671,46196,6875,15651,10502
380,29054,19437,42714,4749,40215,43104,7242,28308,30155,6910
381,29510,17707,16958,1151,25954,18121,437,46031,18435,37359
382,22091,46517,10664,13845,46420,14234,42694,7016,29667,10878
383,25215,2876,34910,2083,656,17568,28582,48996,9491,32945
384,41783,24586,13058,14942,46422,47147,1758,2604,32388,41721
385,32360,21477,39312,3697,1642,44340,39155,16573,30894,5950
386,17855,28664,14171,24750,8680,3256,24726,16355,19932,48425
387,21696,15284,36165,49767,48221,36268,29112,30519,1153,24901
388,29031,46324,48243,23729,25444,39361,13879,36655,45340,12835
389,4467,21115,16370,13036,39529,45781,42401,9877,19945,21087
390,39490,40585,14775,28078,29748,48763,2578,29387,35702,35338
391,21788,45679,32124,10606,10926,48569,14442,3960,15896,48228
392,29958,35716,32789,421,4961,27266,17301,54,35183,27759
393,6648,26990,3819,16916,44887,38625,23595,35999,2174,20930
394,42019,5667,16786,44996,21536,27124,4879,31940,37662,39802
395,29340,17881,15388,47257,3996,44078,2035,23314,33102,17951
396,8878,7524,47163,38746,9883,11519,32879,11213,23047,16899
397,4816,3624,17995,24019,20992,38329,3313,43804,3860,1978
398,18784,4185,3472,698,2254,8432,43439,37076,46335,14392
399,1717,49084,3578,4284,41407,40630,11088,1742,40668,29099
400,569,1490,6242,15824,49780,43511,47295,14693,14380,21872
401,23216,17659,32338,22542,21241,9933,30715,43187,40726,48380
402,47912,5073,35664,47354,6065,35708,48671,36896,37891,41137
403,48815,36778,12152,41470,9770,26997,25835,6577,45986,21463
404,216,10028,26874,28586,1753,18508,7955,2486,14985,40692
405,33599,17961,11257,32374,31941,18749,3907,29078,49964,15096
406,3297,14568,35807,24703,2201,23357,41906,27508,610,37098
407,19203,23830,27893,20293,17442,6533,47783,41897,24713,19429
408,34697,2283,44718,1452,48907,7556,48225,34387,11419,33971
409,10263,6038,19754,5625,29096,12120,27578,9849,26736,16450
410,12207,44174,49232,570,5283,7976,18346,25930,27499,3919
411,45845,21119,38577,36842,41344,14985,13110,1959,5687,9793
412,33645,26120,29145,49092,19916,15322,7330,43022,21563,11714
413,27590,26040,24353,27963,17877,3123,34337,27257,36009,2732
414,29826,47014,18560,24376,34987,31296,44039,18169,32519,44902
415,17940,49800,49400,47318,2285,29837,15833,3842,46689,16801
416,5779,33729,40140,37346,30959,10196,35052,23628,36211,18236
417,14532,23230,1420,48025,19555,19603,4524,13926,40214,40274
418,344,49228,4629,19754,4445,29858,771,10235,37655,10628
419,16281,28565,38356,26237,23829,26109,16634,46499,37170,18173
420,35733,34166,13467,44986,6822,5745,3538,37849,26362,43368
421,44117,39228,2126,32620,36450,9330,23943,9186,7898,6077
422,42503,2654,41362,13760,19749,41574,17826,21675,115,38340
423,17997,4333,7370,35809,16120,43978,1459,24560,42188,13306
424,40910,45176,10296,40767,35857,42240,26006,6835,6747,37482
425,3353,4789,6468,21069,38023,5227,18968,22149,38246,35204
426,37162,29320,26968,23010,44063,977,39616,5455,5584,37324
427,45271,35262,16013,11875,37386,28433,17428,11283,10317,32258
428,4753,19962,30816,6327,5011,49643,15174,23836,5665,37163
429,32895,42890,20379,18980,41112,16321,10234,41767,41931,20164
430,36537,5770,11589,17049,37310,29804,15014,26808,31767,3124
431,20904,3721,5055,28366,2862,22646,22627,44393,27308,24832
432,9053,38784,39422,41853,35221,32869,4532,29239,14279,2828
433,31100,3738,15120,29672,24232,19068,30226,48185,27789,10117
434,35700,48605,27029,41904,4162,41869,5436,30762,17525,2898
435,25809,28554,42648,18448,5979,25717,23841,11127,42055,38975
