idx,random_idx0,random_idx1,random_idx2,random_idx3,random_idx4,random_idx5,random_idx6,random_idx7,random_idx8,random_idx9
180,7364,3613,3515,4741,5426,2576,7020,772,2353,1859
181,4774,8767,6037,6723,4210,6408,11304,2720,775,10671
182,10787,8458,420,8499,11018,974,5544,6868,10419,6868
183,7985,8371,1585,10278,2606,10836,9747,3066,10931,10132
184,2111,10725,5018,3421,2441,535,9247,5303,2140,2633
185,9927,10880,6624,9422,6569,6187,4602,912,53,9306
186,9929,7031,921,10731,8723,2431,1142,4284,7736,9672
187,6457,10858,4352,6688,11186,8981,8091,4440,4404,2003
188,2491,4798,3733,6180,155,8692,4212,4279,1924,4959
189,6704,3918,6133,9576,5477,4898,4321,10229,2887,7892
190,7968,4485,555,9548,9707,8204,3879,1971,477,295
191,3607,2162,6496,2913,5842,7535,6600,6977,4641,6807
192,7181,9344,11142,2467,8332,6384,5666,3405,4731,1901
193,588,3455,8173,4450,1164,3376,8489,2612,4635,10597
194,3658,9566,10897,11253,5168,269,5034,7977,10892,6114
195,11282,7797,570,9295,11285,9722,144,8641,5016,4783
196,6190,7811,2646,7556,9735,3546,7221,9263,2910,373
197,4098,11384,9558,936,348,4625,4058,4988,518,9054
198,5082,5773,6298,1045,3904,7402,5601,11133,6563,7133
199,9973,9646,2141,10239,10525,8886,7962,609,7276,10591
200,1428,2955,8157,1168,2089,2422,3700,2259,6078,8565
201,9285,990,896,342,9610,3136,4357,11082,8217,1738
202,3073,1530,5779,6144,4648,303,10920,553,1197,6649
203,8360,2703,2984,5762,2266,10242,5000,5943,8629,3956
204,4655,11295,1032,110,7029,1894,663,3901,1688,8655
205,1550,8979,6026,2493,9423,6117,7672,2294,9690,4249
206,10052,9644,10364,10549,7135,8535,9745,9887,5134,1328
207,10323,9849,5526,9539,9694,5365,4103,9905,9073,1177
208,6000,286,4153,9756,184,568,9112,5259,2788,9218
209,3071,4754,3461,3760,9852,5884,4331,2371,255,9042
210,4235,6719,548,9994,1576,6881,7630,4674,1677,9576
211,275,2049,8536,9940,8662,797,11053,1151,7892,6921
212,1476,9921,2889,1047,2107,3263,9962,6518,768,7551
213,6746,3783,567,5565,5457,5405,1203,9525,9003,4636
214,10986,2303,7160,553,9724,7495,3957,10907,1348,10266
215,2454,6571,6205,9458,4892,8520,9430,6064,6381,1096
216,34,8752,5882,10655,2334,4884,694,6941,1475,5520
217,9166,10102,10859,2418,9065,10724,1983,3296,8506,83
218,7941,8551,4262,4779,991,10491,371,3281,1431,9994
219,4306,5908,8307,7543,10639,7047,1130,7713,3532,9693
220,7072,1371,3820,10877,738,5759,3993,9261,6840,3362
221,2629,10158,4322,4761,9105,10991,2784,2798,9089,705
222,8428,11204,1484,5227,9482,7560,2267,1468,7349,5127
223,2344,1745,3746,6490,4121,3632,3023,3982,7487,644
224,1860,3351,9080,4170,3519,2002,11215,10464,6282,9500
225,10363,2865,10496,5602,2025,11136,9911,9105,1245,2384
226,9819,9546,4442,8428,7232,5791,5108,6478,6824,9674
227,10914,5772,8769,10407,10037,1827,4030,7948,10728,5295
228,730,10605,3347,3118,9267,8107,7961,8226,1399,9604
229,505,8015,2085,6628,7757,2925,9193,5243,7180,8561
230,1712,1731,6617,3948,4208,6992,7971,8556,6522,3987
231,3958,35,8025,9121,848,3895,6180,9733,5937,7218
232,10082,11170,15,4139,9973,5321,2772,1337,7884,2379
233,9748,4501,4900,1730,11092,2524,3573,9425,3241,7645
234,3769,3699,7993,9281,4334,189,6742,8328,9394,7136
235,7356,4814,9598,8675,2361,11106,1417,1281,6172,1050
236,462,5528,6940,3876,889,6526,9694,7044,2969,5207
237,9121,1536,1244,7791,8219,9898,10520,560,10196,8615
238,6089,1587,8572,2059,1971,1505,7523,9606,8330,8215
239,10340,4285,3302,11385,10470,10365,9249,2508,1840,6099
240,1164,1541,6957,10115,1607,186,9772,6253,4168,7891
241,2034,4369,452,8211,10749,6703,5539,7545,318,6548
242,5913,3948,8525,5243,1824,3938,1783,4763,10739,9873
243,2426,7341,3945,9851,4722,6977,5150,4590,8282,2561
244,8147,8384,6817,2220,4576,1262,7666,209,2248,1333
245,4380,6927,1077,416,3123,1940,679,9968,2292,2836
246,4844,9808,4963,650,4416,8984,9857,2973,2619,1717
247,7950,5895,2475,1726,2542,2121,8501,3458,4891,52
248,8064,1759,6007,7990,8785,5521,5501,7052,9030,8222
249,11206,9877,4340,10105,5551,8208,3902,2522,5394,6999
250,10210,8365,10561,7625,1589,7477,7480,2776,5164,8960
251,2166,9749,7068,607,2065,6358,5262,1632,780,5707
252,10799,898,8832,10185,5879,4756,11279,4541,1896,6578
253,7397,11284,10956,2617,6481,863,3239,6678,2883,8954
254,6304,1431,7830,8244,8277,1429,2372,1003,5062,1590
255,4815,9669,3817,6989,3898,9395,481,9018,4113,186
256,2908,10184,4484,10316,9312,4635,11113,7433,1968,5736
257,3382,3388,5501,3080,750,2966,853,11318,3205,8621
258,6295,4101,9203,3252,9517,7831,6031,10946,10494,1638
259,3431,1293,8189,8781,8354,6733,6884,5659,11219,8800
260,10303,3927,4293,8531,1455,5302,9829,5146,660,6489
261,7926,4047,9869,3101,3436,9857,7492,9400,7477,8818
262,6866,7307,10220,4926,1183,9467,1556,9203,7596,6858
263,10178,1012,3362,4964,4078,1744,3796,8786,8132,4867
264,7474,2552,9375,1424,5653,10669,9257,8969,653,5443
265,1487,10925,9373,9450,128,5006,9965,3206,369,8529
266,3273,504,590,2023,7604,3269,6332,3892,7951,3811
267,5421,6522,3053,1713,7178,3408,7953,7349,2676,5554
268,9331,1923,11212,7583,4849,9217,10412,10289,11267,9717
269,5782,4065,10024,3960,2394,2919,4188,1565,9198,4473
270,10014,7265,7706,8836,9468,696,6201,875,1736,8433
271,9587,6906,10727,8036,1671,11392,9586,2443,4033,8951
272,8875,6826,8105,2466,1462,1328,10230,2042,11288,2787
273,3451,535,8774,4713,1327,7953,9179,8122,4584,10746
274,9225,671,5859,1384,1635,8801,10881,9919,6858,5112
275,10638,692,8454,9055,2748,5158,4776,6930,1027,6927
276,7359,4196,9195,7595,1898,7728,10876,8923,6002,10134
277,472,10529,2479,9561,2663,8552,6421,8067,3460,6558
278,10318,2945,1556,8379,1398,2246,6887,9973,8059,7034
279,3145,9580,1571,1066,10798,9147,279,1169,2866,8484
280,8554,4487,5838,8332,6910,673,11083,5987,98,1443
281,11126,5890,7826,5262,10713,5625,675,2449,8697,9060
282,8539,3119,7397,6965,793,6183,8981,8891,5300,4436
283,9823,216,10289,4153,9886,10889,10143,10191,753,5721
284,7656,980,445,7876,4740,2165,7973,8719,1828,5532
285,5862,3605,10248,10452,5518,6595,8609,5973,3571,4987
286,7428,9270,9289,5568,5397,3213,438,5061,3736,11350
287,9640,3755,6992,10513,3992,9008,2490,6084,7445,763
288,3590,7594,1007,7260,3831,4148,3174,11067,6945,1875
289,11262,2202,10297,10979,6093,10634,3485,7383,4982,5276
290,4823,5450,5486,6750,8100,6648,4507,1703,5861,9322
291,931,6246,1489,3747,1604,8679,9115,2307,2663,4397
292,9689,9010,8245,5943,6691,3742,228,4579,2006,5213
293,5744,11150,5547,4979,2369,413,1287,6887,10218,5072
294,9603,10288,704,9595,7441,1808,3360,11262,182,9988
295,1483,9443,8626,5535,5960,4630,2513,11244,8406,1054
296,738,8540,5193,6371,8384,2302,9625,8069,3366,3538
297,10820,8926,1800,9694,9873,11287,6408,4669,6752,1650
298,3997,2297,2115,8257,3586,6750,10938,2471,6753,7641
299,319,9565,3052,1781,6292,9830,6892,10423,8749,5132
300,5628,1014,10664,2097,5738,11012,10616,593,2818,2647
301,7134,1349,7403,1826,6006,2943,9446,1275,7584,686
302,5129,10792,7491,865,4073,1236,4879,6165,3932,4648
303,4790,2379,8333,9156,1139,3668,7384,9097,8500,6701
304,5928,7844,3309,8834,10513,5780,6961,7061,10569,3805
305,10858,8126,2311,4474,4134,11308,1964,632,1621,3335
306,5677,3548,8036,11039,10783,658,4261,9327,2789,1194
307,9,5754,3517,7190,4064,2263,9775,2538,10592,4812
308,4745,10836,1297,2791,9856,7872,7795,2462,6071,4740
309,2505,6691,5324,3306,8901,11366,3235,4623,8362,10661
310,11291,11005,1647,4098,10984,1769,2820,3541,1252,282
311,11119,5631,4308,3251,2795,1136,10020,9312,589,1087
312,7606,378,328,4313,4764,9676,2383,8379,8225,2474
313,10403,3768,9875,10404,328,6190,1056,8320,10528,1723
314,7140,4448,6787,5042,4170,5985,3571,5233,5678,5406
315,3271,3950,6257,2454,7768,7613,1141,6142,4980,7342
316,698,6772,8923,5585,772,5923,2871,6554,5718,2351
317,10408,5136,4926,105,2397,751,10867,3329,5254,9369
318,438,5254,3255,2528,8413,7328,7147,420,3523,3625
319,5451,2548,2028,34,6580,8432,1535,10257,1063,5174
320,1821,9967,11158,4857,8730,6908,5057,4538,1591,969
321,1372,10520,10020,2729,6799,7967,8636,3860,4468,2868
322,4731,842,9921,334,5933,9221,3071,2830,11005,4303
323,747,853,549,5842,9814,6809,3698,4528,8428,7838
324,10348,8996,10306,4183,722,9320,8090,5185,10078,7239
325,7302,9664,4643,3266,8904,9246,5099,1433,9711,6726
326,10330,3916,638,497,8889,1825,8866,4840,642,7954
327,3861,8928,9050,11345,6613,3406,1136,2743,5712,5544
328,3779,9792,4296,4362,7003,215,6787,488,967,1794
329,11209,8515,6149,1584,8769,88,1895,9978,2746,149
330,8420,9988,2720,1083,4435,10735,6577,507,1755,7468
331,1218,2915,2427,6017,10153,9937,2705,10071,9329,3895
332,8898,6311,10830,229,11394,3626,7419,9277,1779,4796
333,7706,8842,1965,4397,965,10099,10061,1972,11014,245
334,2027,11075,2465,4314,8108,3992,297,2709,9864,1139
335,6159,10671,8500,3687,5377,1371,5789,2936,8682,2440
336,9178,8638,7157,6140,10081,6010,3249,10387,8392,2468
337,9323,6183,6098,647,1306,887,8543,2339,9488,4522
338,1031,2797,5871,10516,4410,4808,7226,10712,1108,6045
339,10618,7936,10710,8417,3069,1533,9469,902,2894,4625
340,6407,7968,7080,387,10119,8678,7409,4239,1081,4894
341,6071,10190,4794,482,1739,4645,2275,2685,1778,10200
342,1510,903,3525,10435,4940,1240,10930,10575,3346,2407
343,10506,10202,4214,6745,1143,2154,9037,6596,816,6542
344,1806,7401,5601,4072,7055,4975,282,1924,6361,5667
345,9843,2042,9400,3583,901,5578,11361,7385,1983,3279
346,3501,9239,8176,8318,9984,2193,11199,5006,3383,9330
347,10133,5194,6470,9861,9280,10110,6855,644,3041,9966
348,8046,5485,5781,6337,6298,3633,8251,6782,4423,3907
349,3794,5168,84,8443,2754,1436,165,6974,10979,8052
350,4957,8488,2751,9677,2482,2464,6448,6105,117,4702
351,9909,2639,6926,4836,9895,4185,10411,9557,5147,6979
352,1208,8869,101,10519,5460,4498,10176,6536,7138,3412
353,8772,1610,878,3187,9564,11326,3487,3613,3793,1462
354,2560,5098,7223,861,11088,1907,10388,2280,3591,7812
355,8324,2447,7857,8617,3732,1888,788,77,9392,6607
356,1116,2801,5082,4888,10329,9049,7796,6691,1345,7492
357,6436,7333,7900,10948,6331,8007,5799,2387,142,7462
358,6443,7181,5693,2865,10149,486,10620,3433,5336,3752
359,6654,1079,4790,7884,8627,7435,5357,179,10313,1896
360,8071,5242,5595,8308,823,4851,9988,1408,9632,3744
361,6576,516,10872,305,6751,2109,792,5160,3166,10510
362,307,9774,824,8106,8922,3550,8206,10628,8592,1587
363,10202,7225,6181,6064,7733,9109,5598,4242,708,9771
364,1244,9321,8518,10717,9997,9755,8859,1050,9372,5590
365,3270,657,4710,10483,1443,9103,9820,26,955,2738
366,6758,8881,4869,956,6287,8736,3945,4271,6488,5642
367,9599,4231,1491,820,842,9705,9926,3,2267,6641
368,7813,3730,7128,6964,1603,784,215,9719,985,8170
369,1680,5091,10169,8720,8992,6451,6439,7042,3624,5308
370,7341,859,9058,5898,6054,437,5390,873,5674,778
371,4900,6930,9399,4578,4427,4619,6334,1326,11328,8244
372,7748,4653,9644,1043,5616,8549,9634,1542,3746,6843
373,5880,4569,44,9291,9456,10141,3974,10251,6408,4866
374,2024,6463,10375,8207,10023,95,10299,4856,7481,2589
375,8533,8184,11284,2847,2903,114,9590,1117,11109,675
376,1798,1661,9886,952,7770,7124,10495,6092,4248,6342
377,4030,1576,3611,10733,10509,302,10209,10762,7976,1233
378,7974,7726,4187,7800,5132,9798,8233,3200,10499,4549
379,4433,8405,1962,5563,1746,3639,2584,10796,486,4724
380,2999,1086,6696,10585,294,2534,8953,8114,3659,9386
381,968,2086,10778,2499,4350,5171,188,7494,9405,7100
382,9342,3608,4180,7508,8103,1801,10565,2362,49,5923
383,7386,8260,2700,10818,4509,2886,1561,1682,7058,10313
384,8157,7313,1783,4974,652,7305,2355,8858,4522,296
385,6424,11379,6619,3473,6384,8181,1039,7589,6910,5670
386,3449,3979,6936,2299,2784,2150,11132,10290,6747,1740
387,648,6485,602,813,10996,8390,1811,9329,10050,9181
388,933,6150,10119,10682,7981,3843,9461,6866,2043,10312
389,5282,3941,11051,9617,5952,5875,9040,10308,2506,6645
390,4687,5673,3550,670,305,1404,7659,10048,3428,7851
391,10850,8651,7,8716,10543,9256,9898,7380,9086,725
392,10744,5562,1318,3952,7589,3940,2287,8157,7828,8590
393,8395,2317,6891,8095,2383,10148,8894,7569,1579,140
394,2543,1379,4715,6496,5696,9097,1235,10415,5778,1857
395,4320,3834,2011,6074,609,5957,11394,9185,1481,4181
396,7280,564,5956,10064,10087,10462,2441,797,10558,11217
397,6036,2863,9167,901,3597,4546,5218,5091,9096,7705
398,801,2132,8207,4468,5490,7326,4584,5677,10139,7291
399,3176,5411,8608,8266,4424,7156,8125,5479,11274,5340
400,4234,7530,2314,8091,7061,1877,10449,8117,7553,7090
401,5661,1453,11197,2003,8305,11037,9279,5484,7382,3547
402,3787,3026,9273,3641,10636,7298,7438,5878,10999,1314
403,3411,11069,1548,712,1307,1184,11259,3064,5563,6877
404,5490,6690,6556,8652,6753,11055,9852,5304,4520,3435
405,11015,8533,3307,10337,5703,10024,5077,7533,9066,462
406,9802,1989,10425,566,81,10527,1267,4938,9087,7975
407,6969,4813,7626,154,10220,4730,7749,11329,4766,8280
408,5298,2421,3621,2730,2435,9074,1865,7493,1079,2899
409,2859,700,1406,977,7367,4391,3638,10050,9542,4175
410,1568,7481,4152,7802,8886,757,3190,4433,8480,2733
411,8790,4346,9054,116,3346,7658,10101,4604,1654,1170
412,6329,10133,3189,7722,1582,6910,642,7716,7735,3867
413,4582,6190,1257,9727,2437,7988,5870,9234,2815,897
414,938,7484,7474,3627,4425,9398,1147,6546,3713,2234
415,7785,9787,7865,4628,10346,9526,889,4899,4478,4855
416,4315,11330,9845,3186,7299,394,2903,10950,3529,9170
417,4356,11039,10547,10153,2287,10821,683,8256,7815,7189
418,5154,482,3659,5205,11310,3126,9490,11393,3773,5973
419,10770,4772,7329,1961,1038,2780,2278,221,1746,11003
420,1213,2785,9044,10667,1066,1244,8732,6980,9799,6949
421,2709,2891,11390,10141,5093,1733,3778,2527,2404,4755
422,6463,1521,2962,10359,186,5338,8126,5984,6609,809
423,5385,1322,8883,7423,2670,9388,1530,7435,4416,9509
424,1254,4886,5283,10725,11090,3081,10832,946,5846,11310
425,88,8045,8273,4247,5705,3561,1047,10035,8583,9138
426,6545,1942,3028,9873,6615,10626,2869,5635,959,11336
427,7788,9215,5499,1881,640,11351,6638,2667,3681,2192
428,3571,7944,8400,2511,10028,5415,2795,823,2532,7159
429,6008,8566,6328,10532,7813,9701,9610,3301,6040,8579
430,8820,9655,708,5050,4180,5388,5803,102,1514,11045
431,708,4510,5744,11125,3483,3865,6413,7244,6656,8609
432,7169,2809,2650,7325,3464,8099,9822,5469,6891,1180
433,7060,3757,2461,1861,2834,7389,431,2993,1295,8291
434,10737,6323,6348,9314,9744,7469,1342,5877,8568,16
435,4071,4720,8976,2642,4732,8895,6940,8097,4863,2290
436,5053,8079,3437,7222,10900,5626,11235,5568,10199,11070
437,11139,5330,11256,10599,1235,310,3116,4941,7894,6583
438,5345,116,462,86,10879,9104,8758,10195,1691,2525
439,1533,11288,7719,3887,9330,9200,5863,6233,6959,5384
440,10514,7890,10519,8129,9358,4740,5738,2739,3632,4818
441,2311,2100,9544,6600,1237,7311,8296,10369,9669,3725
442,10635,67,5679,2242,4148,361,9665,3362,6389,5440
443,989,4657,7025,3278,9937,10902,1825,5859,10909,1101
444,3119,2890,6263,9784,3022,2060,1334,5035,4956,9470
